"gene","logFC","logCPM","PValue","FDR","topDE"
"CDH13",0.0916147952460607,6.29740188765653,0.437499023144645,0.703016211506741,"NA"
"CMTM1",0.143665611807693,5.39935263908019,0.43750652592581,0.703016211506741,"NA"
"GPRC5A",-0.0871728526974415,6.27326384507745,0.437556765658967,0.703038606467399,"NA"
"NRSN2",-0.105231114117373,5.92659101279405,0.437688843717081,0.703044085458059,"NA"
"SEPT7",0.0872749878336425,6.52695501729712,0.437705637597801,0.703044085458059,"NA"
"WDR26",0.0852305517607057,6.52699836069371,0.437705637597801,0.703044085458059,"NA"
"AKAP11",0.0844721718544702,6.5270839997555,0.437705637597801,0.703044085458059,"NA"
"AC007000.2",0.140666298501786,5.46877056719198,0.437777993728118,0.703044085458059,"NA"
"PFN1P8",0.134053415365433,5.4690313443742,0.437777993728118,0.703044085458059,"NA"
"PPP1CC",0.0871088657497404,6.5043484522104,0.438023789863906,0.70338049042325,"NA"
"KRT8P3",-0.139529190172168,5.38589247853312,0.438356284547758,0.703778712132512,"NA"
"LAG3",-0.111944953022114,5.72567516188039,0.438383260539271,0.703778712132512,"NA"
"CANX",0.080444947387468,6.69531849289059,0.438501024978578,0.703778712132512,"NA"
"DDI1",-0.112386708836302,5.79655337920808,0.438554948299084,0.703778712132512,"NA"
"AC025171.1",-0.1087451920191,5.79539379794661,0.438554948299084,0.703778712132512,"NA"
"PCSK7",-0.0817802289114578,6.42556263972678,0.43855536652193,0.703778712132512,"NA"
"NANS",0.0999103655790957,6.21032252277962,0.438738002175863,0.703778712132512,"NA"
"ACP6",-0.101971980593909,6.04024867279737,0.438740463446713,0.703778712132512,"NA"
"BIN3",-0.0927506295629256,6.14428512398775,0.438750421944587,0.703778712132512,"NA"
"PDAP1",-0.0914510147967779,6.28572890615443,0.438800573580647,0.703778712132512,"NA"
"TAF15",-0.0883899384025124,6.28559966109611,0.438800573580647,0.703778712132512,"NA"
"NAV1",-0.0778876861322435,6.57395092212132,0.43882632449244,0.703778712132512,"NA"
"ODF3B",-0.0988984618073638,6.07539151040962,0.438845794217253,0.703778712132512,"NA"
"TRIM3",-0.0945680388773034,6.11007575879022,0.438846132734333,0.703778712132512,"NA"
"ZEB1",-0.0825750275834001,6.50177319345239,0.438896739342237,0.703778712132512,"NA"
"C9orf64",0.101945249253048,6.09094617459376,0.438897604787307,0.703778712132512,"NA"
"NDUFB2",0.0979668580016865,6.23792203207365,0.438957338567114,0.703778712132512,"NA"
"DR1",0.0913845610520019,6.41334418499366,0.438962256730797,0.703778712132512,"NA"
"HEATR5A",0.0911593413428483,6.41336367454768,0.438962256730797,0.703778712132512,"NA"
"ZMPSTE24",0.0860933032280579,6.3900858324415,0.43910288867525,0.703906910704648,"NA"
"ERV3-1",0.093690002200392,6.26489106425073,0.439114912125522,0.703906910704648,"NA"
"MTMR10",0.0929825597152363,6.36485315379897,0.439201210001656,0.703928712479689,"NA"
"LBH",0.08949004299462,6.36612633076969,0.439201210001656,0.703928712479689,"NA"
"AC068587.4",-0.0934408557160257,6.25502409789584,0.439252662353902,0.703952917837279,"NA"
"RNF113A",0.10995085567111,5.95014716057159,0.439408786465851,0.704144853843415,"NA"
"CNP",-0.0883549510667013,6.32829356509701,0.439468191052126,0.704181779572685,"NA"
"PPP2R5C",0.0862336779174605,6.47710664615673,0.439988777787029,0.704957613189676,"NA"
"DDX59",0.0928637951292255,6.17672970806834,0.440192935716745,0.705168878545302,"NA"
"TMEM8A",-0.0917025110225236,6.15798245967331,0.44019346136188,0.705168878545302,"NA"
"CERCAM",-0.0873361158625969,6.33986944049565,0.440627250595623,0.705787859383465,"NA"
"UNC119",0.102364381691607,6.08316373476225,0.440652742321877,0.705787859383465,"NA"
"TMCC2",-0.107242501128363,5.81371895040333,0.440721488631425,0.705834660736001,"NA"
"KLC1",-0.0796506400226113,6.52299137434927,0.440764259952156,0.705834660736001,"NA"
"PSME1",0.091364873836619,6.38324807637764,0.440806875531728,0.705834660736001,"NA"
"AP005131.1",0.097668833801232,6.2572964885521,0.440844850782339,0.705834660736001,"NA"
"AC006063.2",-0.152152581557389,5.2303142607258,0.440864197886123,0.705834660736001,"NA"
"AC004982.2",-0.123074973749383,5.50432508490563,0.440940409843355,0.705898319998877,"NA"
"AC012618.2",-0.115258332905674,5.64354301351389,0.441128643267659,0.706141288272565,"NA"
"ZNF70",-0.0920464354553029,6.20490249277684,0.441316827730241,0.706384138013377,"NA"
"SLC10A1",0.122719523636147,5.68230086904751,0.441361298954156,0.706396935169106,"NA"
"AC008764.8",-0.107772618278386,5.85491938812931,0.441582143421308,0.706633596884568,"NA"
"PORCN",-0.105053381646657,5.85563329277459,0.441582143421308,0.706633596884568,"NA"
"ATAD3C",-0.130026130629109,5.30222072501278,0.441741032377588,0.706829449973095,"NA"
"BSCL2",0.103954398684397,6.04553957458555,0.441818571274956,0.706895113294019,"NA"
"METTL22",-0.0935308850328268,6.1034245031235,0.441941839668877,0.706978269917379,"NA"
"BTBD3",0.101507840910718,6.16934480485308,0.441943557555499,0.706978269917379,"NA"
"C5orf63",0.101633419817663,5.97463187732945,0.442094172320979,0.707160794678126,"NA"
"LTBP1",0.0862879996227548,6.53179024902279,0.442356137226248,0.707414418197628,"NA"
"ATAD2B",0.0852391530084944,6.40211995604417,0.442367463297506,0.707414418197628,"NA"
"PABPC1P7",0.134929179021549,5.36104538511187,0.442399996747571,0.707414418197628,"NA"
"TMEM68",0.105004046845753,6.0748343321347,0.442418566272678,0.707414418197628,"NA"
"ZFAND1",0.0972960820444412,6.22446397248839,0.442435372984079,0.707414418197628,"NA"
"SHLD2",0.0913234803048948,6.37732650733868,0.44252042044652,0.707448049328834,"NA"
"INTS4",0.0952950264184101,6.251176109093,0.442584883503835,0.707448049328834,"NA"
"UQCRFS1",0.0911081328493375,6.25169195842149,0.442584883503835,0.707448049328834,"NA"
"PIP4K2A",0.0874487131431185,6.35304496371012,0.442630551694184,0.707448049328834,"NA"
"VAC14",-0.0866003389950804,6.21719672929248,0.44265260503739,0.707448049328834,"NA"
"ADAMTS9",0.0950492476373638,6.27724432866295,0.442675589268141,0.707448049328834,"NA"
"HNRNPR",0.0822638502863268,6.51004685545983,0.442725677400732,0.707465181945749,"NA"
"C10orf55",-0.111760255189033,5.6904672252812,0.442759372363032,0.707465181945749,"NA"
"AL359715.1",0.159835249540287,5.27031723535046,0.442855909152384,0.707561054091665,"NA"
"KCTD6",0.108460162697017,6.00574273757056,0.442897224865945,0.707568689717364,"NA"
"KSR1",-0.0876163887017282,6.29292066063517,0.44297947489092,0.707608901893757,"NA"
"NECTIN2",-0.0938416796603228,6.18475026930287,0.442995472816271,0.707608901893757,"NA"
"TUBA1A",0.0862140802281715,6.48747693827547,0.443065165358368,0.707661855037539,"NA"
"RAB15",-0.0998941356128981,6.01101959431096,0.443400730858335,0.708116115280572,"NA"
"STAG3L5P",-0.0913222937350954,6.11733558629631,0.443442729048828,0.708116115280572,"NA"
"USP11",-0.0872264154261268,6.26131634156336,0.443502440216886,0.708116115280572,"NA"
"TIMM13",-0.097315369525545,6.04710273283161,0.443521593944176,0.708116115280572,"NA"
"PI4KAP2",-0.0945687478813431,6.08351473278366,0.443532401030328,0.708116115280572,"NA"
"GTF2H2",0.0995263292774718,6.1620494492809,0.443704656478261,0.708274346963238,"NA"
"ZNF564",0.0978756314364151,6.16206864579065,0.443704656478261,0.708274346963238,"NA"
"TECPR2",-0.0872171961029625,6.23048033361515,0.44396306182997,0.708598813253387,"NA"
"RNF181",0.100054750950726,6.18900849904325,0.443981100899339,0.708598813253387,"NA"
"ZSCAN9",0.0998046516568611,6.068111700489,0.44419519107522,0.708668360735416,"NA"
"CDC5L",0.0866714277407613,6.37078304800549,0.444243611412547,0.708668360735416,"NA"
"CTSG",0.116489072270074,5.84738137880633,0.444298189076664,0.708668360735416,"NA"
"RNASEH2C",-0.0897409962213087,6.19794177723673,0.444355872532595,0.708668360735416,"NA"
"MRPL42",0.0912939269885525,6.34666291266946,0.444359816528345,0.708668360735416,"NA"
"DSE",0.0861318334735734,6.50418314664401,0.444416997779222,0.708668360735416,"NA"
"AC058791.1",0.0886608275397738,6.27091113563287,0.444421160818708,0.708668360735416,"NA"
"CEP120",0.0888454612555284,6.32221703626244,0.444430169601896,0.708668360735416,"NA"
"PPTC7",0.0873511650774299,6.32211103572056,0.444430169601896,0.708668360735416,"NA"
"LINC00839",0.148434217360479,5.2585119857376,0.444432829097042,0.708668360735416,"NA"
"ANKRD61",0.128350896019829,5.60967471626495,0.444463797867002,0.708668360735416,"NA"
"ADNP-AS1",0.121030932187549,5.61123294424185,0.444463797867002,0.708668360735416,"NA"
"AL359094.1",-0.118841980605966,5.63486915972636,0.444597362282774,0.708822961880975,"NA"
"EBF2",-0.086635126821453,6.27419017937313,0.444742645323073,0.708937860673852,"NA"
"NDUFV3",-0.08426082970064,6.27385205322052,0.444742645323073,0.708937860673852,"NA"
"CYP1B1",0.079951678402354,6.67581647756889,0.445037216862092,0.70934189077064,"NA"
"SRGAP2D",0.120867213364968,5.71068185654129,0.445069364595376,0.70934189077064,"NA"
"NALCN",-0.107273423126879,5.70897870346293,0.44518819911287,0.709472898619144,"NA"
"TMSB4X",0.0772557299389255,6.79296456420789,0.44527226531959,0.709548481048233,"NA"
"MED12",-0.0831755121818209,6.31672209170774,0.445352545249452,0.709548896710614,"NA"
"FANCF",0.101058299784683,6.02987671447622,0.445382442859353,0.709548896710614,"NA"
"AC133644.3",0.101014278940495,6.02970485739618,0.445382442859353,0.709548896710614,"NA"
"AC020917.4",-0.116216111392283,5.60578908315045,0.445434966222594,0.709574200531936,"NA"
"ATL3",0.0811536236821927,6.60024629370962,0.445595209275642,0.709712708514852,"NA"
"HNRNPK",0.0798650274785687,6.6006795780422,0.445595209275642,0.709712708514852,"NA"
"RPL27",0.0858664473446996,6.51986217962565,0.44573286872513,0.709873580241025,"NA"
"OTUD1",0.0926279504481756,6.21047019205302,0.445954584841718,0.710168197202497,"NA"
"RNF14",0.0898736644009595,6.31565908714007,0.446175180822266,0.710168197202497,"NA"
"TRIM27",0.0894938408600579,6.3155231614046,0.446175180822266,0.710168197202497,"NA"
"PSMB3",0.0968800893012614,6.26344407745106,0.446176920671971,0.710168197202497,"NA"
"MED17",0.0937003492395733,6.26297849406843,0.446176920671971,0.710168197202497,"NA"
"CFAP44",0.0910051921544699,6.26354067894357,0.446176920671971,0.710168197202497,"NA"
"RHEB",0.0932885463607786,6.28920733633031,0.446202263171276,0.710168197202497,"NA"
"PCDHA10",-0.119977111255569,5.57623983909494,0.446211227076319,0.710168197202497,"NA"
"FXR2",-0.0897902233643896,6.14514638549939,0.446354418721003,0.710337716570872,"NA"
"GINS2",-0.108338031722701,5.75340822805244,0.446422185856317,0.710387185808827,"NA"
"HIVEP1",0.083873889813292,6.47569916909063,0.446471717040296,0.710407630613949,"NA"
"AC006333.2",0.118757652608182,5.79392393002592,0.446543103873649,0.710437801280713,"NA"
"NDUFS8",-0.0953316010927143,6.11186425821115,0.446564048073434,0.710437801280713,"NA"
"HBP1",0.086050964578044,6.45326783612017,0.446793869583251,0.710707155322075,"NA"
"RNF32",0.110330731503333,5.74846291369791,0.446806754933712,0.710707155322075,"NA"
"ZNF32",0.10284914650018,6.11881841058687,0.446914699178964,0.710762097749841,"NA"
"BRCA1",0.102686012161631,6.11846517508787,0.446914699178964,0.710762097749841,"NA"
"ADAM1B",0.136684791188986,5.53383781576291,0.447231012525053,0.711206748937443,"NA"
"CD1E",0.142608188090305,5.32197220685672,0.447344673564218,0.711329086808823,"NA"
"OSBPL6",0.111069391584227,5.94921757316305,0.447478612718912,0.71142975946201,"NA"
"RIC8B",0.0983191612652105,6.17570488990993,0.44752880059879,0.71142975946201,"NA"
"CWF19L1",0.093271657450905,6.17637741400908,0.44752880059879,0.71142975946201,"NA"
"AL022323.3",-0.118358620074662,5.51593868513262,0.447554929232968,0.71142975946201,"NA"
"AKTIP",0.0968867077268815,6.20344518244121,0.447729892709113,0.71148699614066,"NA"
"RBBP5",0.0925772547692485,6.20290627086649,0.447729892709113,0.71148699614066,"NA"
"ID3",-0.0852402360718752,6.26776225127055,0.447748643402997,0.71148699614066,"NA"
"LNPEP",0.0794231990015908,6.57360742486244,0.447779788787734,0.71148699614066,"NA"
"SEMA4D",0.0933327154739347,6.23023751447467,0.447866551335965,0.71148699614066,"NA"
"HNRNPH1",0.08124653690397,6.63006425459583,0.447867578795085,0.71148699614066,"NA"
"CNOT6",0.0868001454311449,6.30854506279299,0.447930253045633,0.71148699614066,"NA"
"CPPED1",0.0884034169839604,6.28312263396247,0.447963012903124,0.71148699614066,"NA"
"RPSAP16",0.123956947798386,5.58973816015345,0.448015216175591,0.71148699614066,"NA"
"TMEM51-AS1",0.12340284461067,5.5882130688773,0.448015216175591,0.71148699614066,"NA"
"AP003071.4",-0.117491573856836,5.62553750756413,0.448103107974992,0.71148699614066,"NA"
"DHODH",-0.102486075335524,5.9828998017994,0.448135844452578,0.71148699614066,"NA"
"IMPAD1",0.0877818831692409,6.46970836542696,0.448188920965464,0.71148699614066,"NA"
"IGF2BP2",-0.0941898118608792,6.09108554111644,0.448212678693326,0.71148699614066,"NA"
"LYPLA2",-0.091039292018871,6.08999218083985,0.448212678693326,0.71148699614066,"NA"
"WDR31",-0.100994090383352,5.83963095302367,0.448241745172014,0.71148699614066,"NA"
"MARCH2",-0.0879224727661998,6.23676149888284,0.448282712289919,0.71148699614066,"NA"
"MRPL57",0.0989453199964328,6.08274134801938,0.448288976913577,0.71148699614066,"NA"
"MRPL44",0.0975701738749703,6.08169310166739,0.448288976913577,0.71148699614066,"NA"
"MGP",0.0817187129512569,6.60990699489847,0.448425576191418,0.711645473123249,"NA"
"BHLHE40-AS1",0.126708682091478,5.64073766034964,0.44848044891163,0.711674235793398,"NA"
"CREB1",0.0876316805628464,6.44708401150302,0.448518518899253,0.711676332404993,"NA"
"POU5F1P3",-0.131988906883013,5.45259051981357,0.448571638852554,0.711702306899768,"NA"
"SNX29P1",-0.107717164457002,5.69897136370179,0.448643282117349,0.711757663757236,"NA"
"PUS7",0.0973476238972852,6.11171730787984,0.448710509933089,0.711806007156308,"NA"
"ADAP1",-0.1028710798842,5.87986574926652,0.448870572469436,0.712001597710139,"NA"
"FLOT2",-0.090259259027758,6.28114789321304,0.44896385322408,0.712091235179158,"NA"
"AL136164.3",0.108029213916656,5.86562288794602,0.449120188009913,0.71228085832446,"NA"
"AP2A2",-0.0837130124441429,6.43303836664563,0.449203397775143,0.712354487497004,"NA"
"CRIM1",-0.0805406649978616,6.47046034862227,0.449249393005462,0.712367610396481,"NA"
"AC022400.8",0.102107495355273,5.94102213908386,0.449296010863719,0.712367610396481,"NA"
"ITPRID1",-0.141521627988395,5.31700956901517,0.449322026282816,0.712367610396481,"NA"
"NUTM2B-AS1",0.0907309748550555,6.35175358752574,0.449471959949485,0.71243477810622,"NA"
"MIS18A",-0.104585130366633,5.81439629081504,0.449552587541347,0.71243477810622,"NA"
"PDCL3P2",0.136580055328413,5.3849160911665,0.449605509631079,0.71243477810622,"NA"
"NCBP2",0.0932173133512966,6.32661022817506,0.449607090828152,0.71243477810622,"NA"
"RPAP2",0.0878476776096658,6.32729332394013,0.449607090828152,0.71243477810622,"NA"
"MTRR",0.0964675704670094,6.22346652271848,0.449647973689521,0.71243477810622,"NA"
"WNT5B",-0.101616972301923,5.95912391393073,0.449655247924743,0.71243477810622,"NA"
"ALDH1L2",0.0941790113575607,6.3018259953942,0.44969548319583,0.71243477810622,"NA"
"DTWD1",0.0895342771031753,6.30241752113846,0.44969548319583,0.71243477810622,"NA"
"AC016397.2",0.132182945205128,5.5764150056673,0.449806528784005,0.712494130249554,"NA"
"SDHAP3",0.126843647097131,5.57826382170585,0.449806528784005,0.712494130249554,"NA"
"SRSF11",0.0792876128076907,6.54709823411918,0.449965409344139,0.712687504486677,"NA"
"CEBPB",-0.0877869720291885,6.21871095852373,0.450059002907061,0.712777449321078,"NA"
"RPL23AP82",0.0971183983098878,6.07456615712771,0.450097708783624,0.71278045860689,"NA"
"AC007610.4",0.110458582891846,5.7763887617613,0.450179522379764,0.712851727751962,"NA"
"RBMS1",0.0838952017603683,6.52539394632994,0.450429395885433,0.713189083535058,"NA"
"CEP89",-0.0923889847193818,6.18584930934952,0.450508388490288,0.713211693766915,"NA"
"COIL",0.0972937757481344,6.10452849896443,0.450517331914214,0.713211693766915,"NA"
"KCTD21-AS1",-0.117935343519106,5.64458857986105,0.450694897003923,0.713401778416517,"NA"
"TMEM44",-0.0996130538613126,5.89677880894741,0.450786996349237,0.713401778416517,"NA"
"AC022400.7",0.105570147746272,6.00525175268123,0.450811699646623,0.713401778416517,"NA"
"LIN52",0.1046642190598,6.00466697208487,0.450811699646623,0.713401778416517,"NA"
"UBE2K",0.0894771098167185,6.39424418705398,0.450821592701711,0.713401778416517,"NA"
"RPS27A",0.0815828705455546,6.61962798321115,0.451235975331238,0.713732339214031,"NA"
"CD164",0.0759152021843725,6.62041927830516,0.451235975331238,0.713732339214031,"NA"
"AZIN1",0.0834546980739652,6.48107991305458,0.451274211680862,0.713732339214031,"NA"
"PRPS1",0.0959635656685973,6.18931223763077,0.451312448148793,0.713732339214031,"NA"
"AC079777.1",0.1455841469037,5.37047416854296,0.451325026402929,0.713732339214031,"NA"
"EFHD2",-0.0869274381997704,6.30585270954868,0.451327603900853,0.713732339214031,"NA"
"KIAA2013",-0.0865749376564055,6.23054883802224,0.451340793643116,0.713732339214031,"NA"
"GSK3A",-0.0915338720622827,6.08408889352895,0.451388404056948,0.713732339214031,"NA"
"UGDH-AS1",-0.094841483149206,5.97442745604379,0.451399033909607,0.713732339214031,"NA"
"TMEM150A",-0.0944759514339492,5.97410431358661,0.451399033909607,0.713732339214031,"NA"
"B4GAT1",-0.0997856043640123,6.01230679351713,0.451507643926323,0.71374157333365,"NA"
"FAM174A",-0.0948216697685028,6.01150245161473,0.451507643926323,0.71374157333365,"NA"
"COX7A2L",0.0887783516307489,6.26955220243099,0.451515440199863,0.71374157333365,"NA"
"BCL2L13",-0.0834590056764729,6.3474352703505,0.451723468454495,0.714012135985124,"NA"
"MAOB",-0.089265592822904,6.198751241092,0.451839015187615,0.714078208595018,"NA"
"PHF19",-0.08734044282,6.19847587365383,0.451839015187615,0.714078208595018,"NA"
"STAG2",0.084260164620762,6.51893484320419,0.452150876930412,0.714512760720878,"NA"
"SNORA50A",-0.123321329946681,5.44120003572312,0.452243485139582,0.714515573654418,"NA"
"SNORA74B",0.0876552782537857,6.4117101640626,0.452306742213991,0.714515573654418,"NA"
"LINC00653",0.122869344837293,5.66898758944373,0.452313948281114,0.714515573654418,"NA"
"AC233300.1",0.11808938591761,5.66946475690504,0.452313948281114,0.714515573654418,"NA"
"LRRIQ3",0.143440620209195,5.28398845365319,0.452337133791344,0.714515573654418,"NA"
"SOAT1",0.0852453554665639,6.387735475513,0.452580270984562,0.714783683421714,"NA"
"CACNA1F",-0.13548310844512,5.23181066241695,0.452652293739982,0.714783683421714,"NA"
"LRRC59",0.0901398572988519,6.36365917545558,0.452814678505412,0.714783683421714,"NA"
"FRMD3",-0.0960528535189621,6.09932589225047,0.452886404786269,0.714783683421714,"NA"
"AC010247.2",-0.129841282043567,5.26908685315064,0.452954815710159,0.714783683421714,"NA"
"COA1",0.0914621608770932,6.33871991060724,0.453007428059236,0.714783683421714,"NA"
"SUCLG2",0.0873395339892774,6.33975552469777,0.453007428059236,0.714783683421714,"NA"
"DUTP1",0.148331907662551,5.3588452430899,0.453051888047853,0.714783683421714,"NA"
"DBNL",-0.0808867169824119,6.47662960338786,0.453069204760604,0.714783683421714,"NA"
"ACIN1",-0.0788180724143311,6.47716577937646,0.453069204760604,0.714783683421714,"NA"
"SFRP1",-0.0813754136353716,6.43868960596029,0.453099161528059,0.714783683421714,"NA"
"HGSNAT",-0.0806898031372685,6.43882710313831,0.453099161528059,0.714783683421714,"NA"
"PGAP2",-0.0986487082311695,5.99001903346469,0.453103742367739,0.714783683421714,"NA"
"MFF",0.087613912692821,6.31386145690904,0.45315578789601,0.714783683421714,"NA"
"AC004623.1",-0.106372651770227,5.66399076963756,0.453213363658063,0.714783683421714,"NA"
"NDUFA6",0.0943115545149763,6.2086697178211,0.45324275336699,0.714783683421714,"NA"
"CAPRIN2",0.0929308618245507,6.28864693597911,0.453256812462935,0.714783683421714,"NA"
"UBXN2B",0.0944316242527557,6.23651465435771,0.453303876156141,0.714783683421714,"NA"
"AIMP1",0.0930101891862755,6.23622979520603,0.453303876156141,0.714783683421714,"NA"
"DNAJC1",0.0926643377110531,6.23591719945662,0.453303876156141,0.714783683421714,"NA"
"NADK2",0.0882915031707388,6.23634914627187,0.453303876156141,0.714783683421714,"NA"
"ROM1",-0.108577453258264,5.73713614508306,0.453318868108308,0.714783683421714,"NA"
"EIF4A2",0.0793147038668515,6.59438798626497,0.453516780617129,0.715037529384622,"NA"
"COL4A3BP",0.0833934703968964,6.42931207493085,0.45374990397459,0.715341557950888,"NA"
"TOE1",0.107434037546972,5.95660912018068,0.453783488558642,0.715341557950888,"NA"
"TRIR",-0.0842939892918417,6.25650656982912,0.453831698825822,0.715359326018302,"NA"
"LUC7L",-0.0804070880697444,6.37028839017651,0.453886888439619,0.715388091602642,"NA"
"NIM1K",0.118435074302547,5.60961120294352,0.453933806331658,0.715403816196198,"NA"
"AC008507.2",0.11212713230671,5.70914637623307,0.454118568040474,0.715610275892575,"NA"
"ZNF581",-0.098688022226752,5.88911633984047,0.454138711696775,0.715610275892575,"NA"
"MGA",0.0839451872106114,6.49173153786518,0.454334864917812,0.715767990474353,"NA"
"CCAR1",0.0901388320442444,6.3813424116841,0.454348893099149,0.715767990474353,"NA"
"POLR2J3",-0.0828809379564799,6.29980456842543,0.454349680207643,0.715767990474353,"NA"
"ZBTB39",0.0969587807565648,6.11732962259323,0.454497469461505,0.715902798326631,"NA"
"AC090559.1",-0.105013756132212,5.71039563256879,0.454509186482801,0.715902798326631,"NA"
"TRMT10B",-0.0959933018264785,6.07800054763632,0.454591403076223,0.71591584223584,"NA"
"DGCR6L",-0.0904901041472033,6.07716243064923,0.454591403076223,0.71591584223584,"NA"
"GCDH",-0.0997348370122818,5.96719248387856,0.454691800372036,0.716015726622609,"NA"
"RELA",-0.0851697416351026,6.26891114708774,0.455041993812925,0.716502825022455,"NA"
"YAF2",0.0912095150749019,6.25542081333237,0.455109786161788,0.716502825022455,"NA"
"TSG101",0.0932196127192838,6.2287985148142,0.455112116627142,0.716502825022455,"NA"
"GHRL",-0.119788656322866,5.6077358647536,0.455228101990658,0.716627168196317,"NA"
"LINC01118",-0.146635958139974,5.14271558904278,0.455325135453254,0.716721659204074,"NA"
"POLDIP3",-0.083799756538704,6.31206408284139,0.455496485672128,0.716933106430952,"NA"
"AL356599.1",0.0987715482736582,6.05046467701711,0.455591664404426,0.717024638184163,"NA"
"DZANK1",0.118845087766174,5.74625067805517,0.455721413612285,0.717162099352671,"NA"
"KRT18P7",0.130869698601731,5.59789679929019,0.455773892478827,0.717162099352671,"NA"
"TMEM222",-0.0949286649176972,6.12664947487757,0.455790102180764,0.717162099352671,"NA"
"FN3KRP",-0.0970437513939398,6.09194780482342,0.456088033146245,0.717382073973082,"NA"
"CTNS",-0.0909599496855532,6.0910393305551,0.456088033146245,0.717382073973082,"NA"
"RPL7",0.0784991783277026,6.65961810660153,0.456130031318064,0.717382073973082,"NA"
"DNAJC11",-0.0918984306404696,6.2061270852282,0.456253401950182,0.717382073973082,"NA"
"SOX9",-0.102237138135921,5.94566293212788,0.456270601405623,0.717382073973082,"NA"
"DRC3",-0.0997592426168521,5.94464068410179,0.456270601405623,0.717382073973082,"NA"
"PRRX2",-0.0949683277958156,5.94492193708049,0.456270601405623,0.717382073973082,"NA"
"ELK4",0.0801056279096979,6.54586848870575,0.456350109461405,0.717382073973082,"NA"
"YWHAB",0.07989178798448,6.54618627105414,0.456350109461405,0.717382073973082,"NA"
"EPS15",0.0797138393152146,6.54629145227904,0.456350109461405,0.717382073973082,"NA"
"LAPTM4A",0.0791997913200265,6.54661461389955,0.456350109461405,0.717382073973082,"NA"
"C18orf12",-0.124567367819575,5.39759094345978,0.456374426900153,0.717382073973082,"NA"
"NUP50-DT",0.106462090368502,5.82995606121918,0.456513536864004,0.717425846831324,"NA"
"AC019069.1",0.133449416104024,5.33543773969027,0.456527405161679,0.717425846831324,"NA"
"CEP290",0.090105023171475,6.32581538347107,0.456583705198404,0.717425846831324,"NA"
"PSMD12",0.0868831770240602,6.32653984396317,0.456583705198404,0.717425846831324,"NA"
"BRI3BP",0.0996757900735947,6.13911830759595,0.45658750192069,0.717425846831324,"NA"
"BORCS5",-0.0875566404723731,6.17322068240746,0.456761859494018,0.717537457732841,"NA"
"ADORA2A-AS1",-0.135643325246541,5.32981854862664,0.456858353330235,0.717537457732841,"NA"
"EIF2B1",0.0907247816399556,6.27552035498754,0.456859974436057,0.717537457732841,"NA"
"CEP95",0.0901870675363723,6.27501316481194,0.456859974436057,0.717537457732841,"NA"
"GLUD1",0.0844986514926257,6.52448618326602,0.456873582344452,0.717537457732841,"NA"
"NOL10",0.0927946460551661,6.19525189619978,0.456880842264983,0.717537457732841,"NA"
"DACT3",-0.119476658133338,5.54752457575448,0.457017778452717,0.717694315400205,"NA"
"PFDN4",0.104530332108379,6.04244353765298,0.45744598692254,0.718194493215526,"NA"
"MTX2",0.0966071882991745,6.04373182703322,0.45744598692254,0.718194493215526,"NA"
"TPM4",0.0788615081246955,6.61872879682562,0.457447540731876,0.718194493215526,"NA"
"NR4A2",0.102580454444372,5.94029387734597,0.457504918893693,0.718226350461678,"NA"
"SQSTM1",-0.076759925431042,6.53050988744445,0.457550765432264,0.71824010078311,"NA"
"TIMP3",-0.0715533147843351,6.77771968068968,0.45772921811848,0.71844541076177,"NA"
"WDR62",-0.117561890400157,5.62775383761405,0.45783556182415,0.71844541076177,"NA"
"OGFRL1",0.0799958141061268,6.48024653927158,0.457841391737403,0.71844541076177,"NA"
"CDS1",0.113620603622396,5.69004242620005,0.457844521334799,0.71844541076177,"NA"
"CTH",0.113030534811942,5.63903183809587,0.457867048415871,0.71844541076177,"NA"
"HIST1H1E",-0.0797354037359404,6.4166221284481,0.457989920817138,0.718529532200061,"NA"
"DNAJB5",-0.0926379695388521,6.03505800985523,0.457994864477825,0.718529532200061,"NA"
"AL121603.2",-0.110353493360814,5.70135088658443,0.458041657486717,0.718544733810269,"NA"
"SLC9A8",-0.0887099135231637,6.18716852467116,0.458088120841894,0.718546187056163,"NA"
"ST3GAL2",-0.0836451315125274,6.26377842307533,0.458116790849036,0.718546187056163,"NA"
"ATP5PD",0.0861490522287033,6.34425390953146,0.458173038781425,0.718576212264421,"NA"
"EFHC1",0.0883864438602248,6.31940770794444,0.458387391967271,0.718854177086256,"NA"
"TMEM106C",0.0916696618773807,6.13231937392696,0.458432638880208,0.718866921826243,"NA"
"REPS1",0.0903362216285742,6.29414424982168,0.458556565791162,0.718916372146467,"NA"
"APLNR",-0.0931758531246042,6.1543100730494,0.458576209028904,0.718916372146467,"NA"
"BAG4",0.0866653336919932,6.26847038604693,0.458677501437382,0.718916372146467,"NA"
"SLF2",0.0829336045607032,6.43480363194057,0.458692335572945,0.718916372146467,"NA"
"TTI1",0.0918082791491795,6.18781021241835,0.458716407975558,0.718916372146467,"NA"
"UQCRQ",0.0881082635549588,6.24210095719515,0.458746891568187,0.718916372146467,"NA"
"ATP5MF",0.0924103527941347,6.21492584819007,0.458761154961584,0.718916372146467,"NA"
"TTF2",0.0909529566993352,6.21572720320522,0.458761154961584,0.718916372146467,"NA"
"AC239800.2",0.133470998953627,5.52133864214599,0.458922828129024,0.71911153730453,"NA"
